Player,Games Played,Starts,Subbed off,Minutes Played,Passes,Passing Acc,Long Passes,Long Pass Acc,Pass per 90,Forward Passes,Backward Passes,Left Pass,Right Pass,Passing Acc Opponents Half,Passing Acc Own Half,Assists,Key Passes,Crosses,Crossing Acc,Shots,Shots on Target,Goals,Right Foot Goals,Left Foot Goals,Heading Goals,Other,Goals In Box,Goals Out Box,Free Kick Goals,Conversion Rate,Mins Per Goal,Clears,Blocks,Interceptions,Tackles,Tackles Won,Duels,Duels Won,Air Duels,Air Duels Won,Yellow Cards,Red Cards,Fouls Won,Fouls Conceded,Goals Conceded,Shot At,Saves,Save Rate,Clean Sheets,Catches,Punches,Drops,Penalties Saved,Clearances,Team,Subbed on
Leo Fernandes,9.0,9.0,1.0,801.0,356.0,72.8,29.0,37.9,40.0,134.0,111.0,10.0,101.0,62.8,75.0,4.0,20.0,41.0,19.5,8.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.5,801.0,6.0,3.0,8.0,15.0,9.0,107.0,66.0,35.0,22.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Leon Taylor,6.0,0.0,0.0,72.0,23.0,82.6,1.0,0.0,28.7,5.0,3.0,5.0,10.0,84.2,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,8.0,13.0,5.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,6.0
Mohamed Kone,3.0,2.0,1.0,165.0,85.0,82.4,18.0,72.2,46.4,38.0,8.0,28.0,11.0,78.0,88.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,2.0,12.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,1.0
Sebastián Guenzatti,9.0,9.0,4.0,795.0,229.0,75.1,13.0,46.2,25.9,49.0,70.0,51.0,59.0,71.7,78.6,0.0,5.0,11.0,27.3,21.0,9.0,5.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0,23.8,159.0,4.0,0.0,1.0,8.0,5.0,147.0,60.0,51.0,17.0,1.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Shawn Barry,5.0,5.0,3.0,387.0,137.0,68.6,11.0,36.4,31.9,59.0,34.0,43.0,1.0,60.0,84.2,1.0,5.0,11.0,36.4,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.3,387.0,6.0,1.0,2.0,3.0,3.0,41.0,20.0,23.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Tarek Morad,8.0,8.0,0.0,720.0,446.0,86.8,46.0,63.0,55.8,199.0,41.0,153.0,53.0,80.5,93.6,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,13.0,9.0,5.0,77.0,47.0,42.0,27.0,2.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,0.0
Yann Ekra,6.0,5.0,0.0,495.0,208.0,76.9,29.0,41.4,37.8,71.0,27.0,64.0,46.0,69.9,91.0,1.0,6.0,2.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,13.0,7.0,85.0,57.0,22.0,16.0,1.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,1.0
Zach Steinberger,6.0,5.0,3.0,431.0,186.0,77.4,15.0,40.0,38.8,48.0,41.0,47.0,50.0,67.1,93.5,0.0,5.0,6.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,431.0,5.0,0.0,2.0,10.0,6.0,72.0,33.0,19.0,8.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tampa Bay Rowdies,1.0
Aarón Guillén,7.0,7.0,0.0,630.0,318.0,80.8,32.0,37.5,45.4,113.0,82.0,8.0,115.0,74.6,84.9,0.0,7.0,10.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,6.0,4.0,44.0,30.0,15.0,7.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Alex Tambakis,7.0,7.0,0.0,630.0,234.0,69.2,136.0,47.1,33.4,154.0,0.0,47.0,33.0,40.4,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Alexander Comsia,7.0,7.0,0.0,630.0,353.0,80.2,73.0,47.9,50.4,190.0,14.0,91.0,58.0,70.5,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,6.0,7.0,6.0,46.0,22.0,29.0,11.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Andre Fortune,2.0,1.0,0.0,96.0,74.0,87.8,3.0,66.7,69.4,24.0,17.0,15.0,18.0,84.8,87.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,10.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,1.0
Austin da Luz,5.0,5.0,2.0,401.0,286.0,85.0,30.0,60.0,64.2,102.0,42.0,63.0,79.0,80.1,90.7,0.0,3.0,3.0,33.3,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,401.0,4.0,3.0,4.0,13.0,5.0,65.0,32.0,19.0,10.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Benjamin Speas,7.0,7.0,3.0,608.0,226.0,74.8,34.0,41.2,33.5,97.0,31.0,47.0,51.0,64.8,91.4,1.0,22.0,18.0,16.7,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.7,608.0,0.0,0.0,4.0,3.0,2.0,38.0,20.0,14.0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
D.J. Taylor,7.0,7.0,0.0,630.0,343.0,80.8,31.0,32.3,49.0,149.0,64.0,113.0,17.0,75.2,86.0,2.0,8.0,10.0,40.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.0,9.0,5.0,60.0,29.0,17.0,6.0,1.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Graham Smith,5.0,2.0,0.0,210.0,136.0,81.6,23.0,69.6,58.3,39.0,16.0,42.0,39.0,75.6,90.9,0.0,3.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,6.0,34.0,14.0,13.0,3.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,3.0
Manny Perez,6.0,3.0,0.0,333.0,103.0,85.4,3.0,33.3,27.8,13.0,43.0,41.0,6.0,71.0,88.9,2.0,4.0,17.0,11.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,5.0,75.0,41.0,10.0,4.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,3.0
Marios Lomis,7.0,6.0,4.0,475.0,104.0,71.2,4.0,75.0,19.7,23.0,37.0,24.0,20.0,68.7,76.3,0.0,4.0,1.0,100.0,20.0,13.0,6.0,5.0,1.0,0.0,0.0,4.0,2.0,1.0,30.0,79.2,4.0,0.0,2.0,2.0,2.0,86.0,35.0,54.0,22.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,1.0
Robert Kristo,5.0,0.0,0.0,89.0,44.0,52.3,0.0,0.0,44.5,17.0,10.0,10.0,7.0,47.1,58.3,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,66.7,44.5,0.0,0.0,1.0,1.0,1.0,38.0,24.0,24.0,18.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,5.0
Sam Brotherton,7.0,7.0,1.0,624.0,373.0,80.7,63.0,46.0,53.8,184.0,15.0,51.0,123.0,68.0,87.3,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.5,624.0,40.0,2.0,6.0,11.0,5.0,78.0,43.0,56.0,30.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Steven Miller,7.0,5.0,4.0,429.0,158.0,72.8,10.0,60.0,33.1,58.0,36.0,35.0,29.0,65.8,77.6,3.0,8.0,11.0,27.3,15.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.7,429.0,8.0,1.0,3.0,13.0,10.0,76.0,33.0,25.0,14.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,2.0
Thomas McCabe,6.0,6.0,0.0,540.0,336.0,89.0,39.0,66.7,56.0,84.0,45.0,118.0,89.0,88.3,89.6,0.0,3.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,50.0,270.0,11.0,2.0,3.0,8.0,6.0,31.0,11.0,12.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Ulrich Ewolo,6.0,6.0,5.0,449.0,122.0,73.0,6.0,33.3,24.5,27.0,44.0,12.0,39.0,64.9,78.4,1.0,9.0,9.0,11.1,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1,449.0,1.0,1.0,3.0,6.0,4.0,74.0,30.0,30.0,17.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,0.0
Viktor Igbekoyi,1.0,0.0,0.0,7.0,9.0,77.8,1.0,100.0,115.7,2.0,2.0,2.0,3.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,1.0
Yamikani Chester,5.0,1.0,1.0,121.0,47.0,87.2,3.0,66.7,35.0,7.0,21.0,6.0,13.0,82.9,85.7,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,22.0,8.0,4.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Carolina FC,4.0
A.J. Paterson,2.0,2.0,1.0,166.0,68.0,72.1,6.0,66.7,36.9,34.0,8.0,2.0,24.0,63.2,78.8,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,22.0,14.0,15.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Angelo Kelly-Rosales,6.0,1.0,1.0,134.0,70.0,82.9,9.0,66.7,47.0,16.0,14.0,14.0,26.0,62.5,94.3,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,24.0,9.0,3.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,5.0
Arthur Bosua,6.0,2.0,1.0,297.0,91.0,67.0,3.0,66.7,27.6,23.0,29.0,19.0,20.0,58.8,87.5,0.0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.7,297.0,2.0,0.0,2.0,0.0,0.0,69.0,36.0,55.0,32.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,4.0
Dante Marini,4.0,0.0,0.0,68.0,14.0,57.1,0.0,0.0,18.5,8.0,2.0,0.0,4.0,57.1,50.0,0.0,3.0,2.0,50.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,40.0,34.0,0.0,0.0,1.0,3.0,2.0,11.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,4.0
Ian Svantesson,5.0,5.0,4.0,343.0,84.0,56.0,1.0,100.0,22.0,34.0,19.0,17.0,14.0,50.7,78.6,0.0,3.0,1.0,0.0,15.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,114.3,0.0,0.0,1.0,3.0,2.0,94.0,35.0,57.0,25.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Jarad van Schaik,6.0,6.0,0.0,540.0,277.0,79.8,29.0,65.5,46.2,92.0,58.0,31.0,96.0,74.1,81.6,0.0,5.0,9.0,33.3,5.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,40.0,270.0,11.0,2.0,13.0,10.0,6.0,63.0,37.0,32.0,22.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Jay Bolt,6.0,6.0,1.0,531.0,228.0,72.8,50.0,44.0,38.6,115.0,26.0,23.0,64.0,56.1,81.2,0.0,2.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,6.0,7.0,5.0,45.0,22.0,23.0,10.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Joe Kuzminsky,7.0,7.0,0.0,630.0,166.0,57.2,129.0,45.7,23.7,133.0,0.0,19.0,14.0,42.2,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Kotaro Higashi,3.0,3.0,1.0,255.0,67.0,80.6,1.0,100.0,23.6,18.0,17.0,9.0,23.0,76.2,88.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,23.0,11.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Kyle Nelson,2.0,1.0,0.0,162.0,48.0,68.8,11.0,45.5,26.7,33.0,6.0,8.0,1.0,64.3,71.4,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,4.0,16.0,10.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,1.0
Leland Archer,4.0,4.0,1.0,288.0,108.0,80.6,35.0,60.0,33.8,41.0,6.0,23.0,38.0,58.1,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,12.0,9.0,29.0,22.0,10.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Nicholas Rittmeyer,6.0,5.0,2.0,451.0,136.0,76.5,6.0,33.3,27.1,31.0,43.0,28.0,34.0,69.2,85.7,0.0,8.0,10.0,40.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,9.0,4.0,70.0,34.0,18.0,7.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,1.0
Nicque Daley,2.0,0.0,0.0,5.0,1.0,100.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,2.0
O'Brian Woodbine,7.0,7.0,1.0,614.0,237.0,73.0,61.0,45.9,34.7,110.0,39.0,83.0,5.0,58.0,81.3,2.0,8.0,26.0,19.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,13.0,9.0,6.0,59.0,29.0,19.0,10.0,2.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Romario Piggott,5.0,4.0,1.0,347.0,120.0,83.3,12.0,75.0,31.1,29.0,28.0,42.0,21.0,80.5,84.8,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,43.0,22.0,13.0,5.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,1.0
Tah Anunga,5.0,5.0,0.0,450.0,255.0,76.5,39.0,61.5,51.0,78.0,33.0,60.0,84.0,60.3,90.2,0.0,5.0,3.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.7,450.0,4.0,1.0,9.0,18.0,14.0,59.0,38.0,11.0,9.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Taylor Mueller,7.0,7.0,0.0,630.0,242.0,77.3,89.0,57.3,34.6,111.0,21.0,75.0,35.0,58.1,89.3,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,9.0,7.0,4.0,42.0,24.0,25.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Vincenzo Candela,6.0,6.0,0.0,540.0,225.0,78.7,40.0,52.5,37.5,69.0,29.0,67.0,60.0,69.0,85.7,0.0,5.0,3.0,100.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,11.0,14.0,7.0,59.0,32.0,15.0,6.0,3.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Zeiko Lewis,6.0,6.0,4.0,479.0,172.0,73.3,16.0,37.5,32.3,59.0,22.0,42.0,49.0,64.3,89.7,1.0,14.0,5.0,40.0,16.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,12.5,239.5,1.0,0.0,1.0,3.0,1.0,63.0,29.0,15.0,6.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charleston Battery,0.0
Alan Winn,4.0,0.0,0.0,75.0,25.0,72.0,0.0,0.0,30.0,7.0,12.0,5.0,1.0,55.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,4.0
Boluwatife Akinyode,5.0,3.0,1.0,310.0,170.0,87.1,11.0,72.7,49.4,56.0,27.0,44.0,43.0,79.1,91.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,13.0,8.0,40.0,26.0,9.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,2.0
Bradley Bourgeois,2.0,2.0,0.0,180.0,109.0,72.5,23.0,34.8,54.5,45.0,6.0,45.0,13.0,46.3,88.2,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,180.0,7.0,1.0,6.0,0.0,0.0,29.0,14.0,24.0,13.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Cameron Lancaster,5.0,2.0,1.0,207.0,65.0,67.7,7.0,57.1,28.3,18.0,19.0,11.0,17.0,60.0,80.8,0.0,2.0,1.0,100.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,207.0,1.0,0.0,0.0,6.0,5.0,34.0,13.0,8.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,3.0
Connor Sparrow,3.0,3.0,0.0,270.0,97.0,47.4,86.0,40.7,32.3,90.0,0.0,6.0,1.0,41.3,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,57.1,1.0,2.0,3.0,0.0,0.0,6.0,Nashville SC,0.0
Daniel Ríos,7.0,7.0,3.0,602.0,180.0,77.2,8.0,87.5,26.9,19.0,49.0,61.0,51.0,73.4,88.4,0.0,8.0,2.0,50.0,13.0,5.0,5.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,38.5,120.4,3.0,1.0,2.0,2.0,2.0,121.0,45.0,65.0,26.0,1.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Darnell King,2.0,2.0,0.0,180.0,107.0,76.6,24.0,37.5,53.5,44.0,14.0,44.0,5.0,65.8,86.8,0.0,3.0,10.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,18.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Justin Davis,6.0,4.0,0.0,394.0,199.0,71.4,38.0,44.7,45.5,105.0,22.0,6.0,66.0,58.6,84.1,1.0,6.0,15.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,6.0,9.0,7.0,39.0,20.0,11.0,6.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,2.0
Kenneth Tribbett,6.0,6.0,0.0,540.0,316.0,80.7,88.0,60.2,52.7,133.0,11.0,112.0,60.0,61.0,90.5,1.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,540.0,25.0,3.0,14.0,13.0,11.0,71.0,52.0,42.0,31.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Kharlton Belmar,7.0,7.0,5.0,589.0,178.0,76.4,9.0,44.4,27.2,40.0,58.0,51.0,29.0,64.1,90.7,0.0,6.0,18.0,22.2,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,8.0,5.0,106.0,53.0,32.0,16.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Kosuke Kimura,5.0,5.0,0.0,450.0,185.0,80.0,28.0,39.3,37.0,87.0,39.0,52.0,7.0,68.9,84.8,0.0,4.0,13.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,5.0,39.0,19.0,12.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Lebo Moloto,6.0,6.0,4.0,452.0,234.0,79.5,20.0,45.0,46.6,73.0,38.0,41.0,82.0,70.8,88.1,2.0,12.0,13.0,30.8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,12.0,6.0,58.0,26.0,3.0,1.0,3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
Liam Doyle,7.0,7.0,0.0,630.0,345.0,78.3,78.0,46.2,49.3,133.0,13.0,52.0,147.0,54.7,91.7,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,6.0,5.0,43.0,27.0,21.0,14.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nashville SC,0.0
